word,weight
kaya,-2
kayanya,-2
kebabaran,-2
kedapatan,-2
keduniaan,-2
kegedean,-2
keinget,-2
kejadian,-2
kelok,-2
kemas,-2
kemiripan,-2
ken,-2
kenahasan,-2
kenal,-2
kenang,-2
kenang-kenangan,-2
kenceng,-2
kentut,-2
kenyataannya,-2
keok,-2
kepedulian,-2
kepencet,-2
kepeng,-2
kerak,-2
keras tulang,-2
kerasan,-2
kerelaan,-2
kerut,-2
kesayuan,-2
kesebalikan,-2
kesenduan,-2
kesusupan,-2
ketajaman,-2
ketinggian,-2
kilat,-2
kira,-2
kismat,-2
kobar,-2
kocak,-2
kodok,-2
krg,-2
kuat (dugaan),-2
kuat duga,-2
kuliah,-2
kuota,-2
lagak,-2
lancar,-2
lap kaki,-2
lari,-2
lari-lari,-2
latih,-2
latihan,-2
lau,-2
layan,-2
ldr,-2
lengket,-2
lepas,-2
lepaskan,-2
lever,-2
licin,-2
life,-2
lipur,-2
lock,-2
lucu,-2
lucunya,-2
lugu,-2
lumayan,-2
luruh,-2
lutut,-2
macem,-2
maghrib,-2
main,-2
mainin,-2
majenun,-2
maklum,-2
manah,-2
mangkas,-2
manis,-2
masak,-2
masygul,-2
mata,-2
matanya,-2
matiin,-2
mbeling,-2
melancarkan,-2
melankolis,-2
melar,-2
melek,-2
melicinkan,-2
memaklumi,-2
memang,-2
memangnya,-2
membatu,-2
memberi,-2
membesar,-2
membidikkan,-2
memperapikan,-2
memungut,-2
menahankan,-2
menanggung,-2
menata,-2
mencekau,-2
menebak,-2
menenes,-2
mengalah,-2
mengasihi,-2
mengasuh,-2
mengawal,-2
mengawasi,-2
mengecerkan,-2
mengelukan,-2
mengentengkan,-2
mengerem,-2
mengerti,-2
menggemparkan,-2
mengidamkan,-2
mengusai,-2
meni,-2
menikah,-2
meninggi,-2
menjilat-jilat,-2
mentolo,-2
menunggunya,-2
menyala,-2
menyandingkan,-2
menyibuk,-2
menyisihkan,-2
menyongsong,-2
menyunu,-2
menyusut,-2
meramalkan,-2
merasa,-2
merem,-2
meski,-2
meskipun,-2
mewajibkan,-2
milih,-2
mimpiin,-2
mirip,-2
mohon,-2
muda,-2
mukhlis,-2
mungut,-2
mupeng,-2
murah,-2
muskil,-2
mustahil,-2
naena,-2
nahas,-2
nanti,-2
naon,-2
napa,-2
negasi,-2
nemu,-2
nenes,-2
next,-2
ngadepin,-2
ngakak,-2
ngantuk,-2
ngarep,-2
ngasih,-2
ngeden,-2
ngerasa,-2
ngerasain,-2
ngerjain,-2
ngesot,-2
ngga,-2
ngidam,-2
ngikutin,-2
nongol,-2
nungguin,-2
nyala,-2
nyali besar,-2
nyanyi,-2
nyanyian,-2
nyari,-2
nyariin,-2
nyata,-2
obsesi,-2
oma,-2
otaknya,-2
pagina,-2
pantesan,-2
paranormal,-2
pdhal,-2
pedes,-2
pegang,-2
pelayan,-2
pelita,-2
pembesar,-2
penangguhan,-2
penat,-2
pencet,-2
pendek,-2
penertiban,-2
pengaruh,-2
pengen,-2
penghayatan,-2
pengindahan,-2
penunggu,-2
penutupan,-2
penyudah,-2
perbedaan,-2
peristiwa,-2
perpegangan,-2
persembahan,-2
pesat,-2
pikir,-2
pikul,-2
pikulan,-2
pilih,-2
pipis,-2
poko,-2
pokonya,-2
polos,-2
potong,-2
potongan,-2
preseden,-2
puasa,-2
pulak,-2
purwa,-2
putih tulang,-2
putus tali gantung,-2
qada,-2
rahasia,-2
rahayu,-2
ramal,-2
rame,-2
rampang,-2
rapet,-2
rapi,-2
rasa,-2
rasa hati,-2
regenerasi,-2
reka,-2
rekan,-2
relung,-2
remaja,-2
renjana,-2
resistan,-2
rindunya,-2
ringkas,-2
rintis,-2
rintisan,-2
rombak,-2
rompok,-2
sahara,-2
sakral,-2
sambel,-2
sampai hati,-2
sampai rasa,-2
sanding,-2
sanggama,-2
santun,-2
santunan,-2
satir,-2
saum,-2
sebab,-2
sebarang,-2
sebentar,-2
sedeng,-2
sedi,-2
seksologis,-2
selagi,-2
selulur,-2
semata-mata,-2
sembah,-2
semi,-2
sendu,-2
sengaja,-2
sentuh,-2
sepertinya,-2
seruh,-2
sesat akal,-2
siapa,-2
siapanya,-2
sihh,-2
singgah,-2
sir,-2
sir-siran,-2
sirap hati,-2
sisih,-2
songsong,-2
sorang,-2
sput,-2
standar,-2
suak,-2
sudah,-2
sukarela,-2
sunu,-2
super,-2
suruh,-2
susila,-2
susup,-2
susut,-2
syahwat,-2
tahan,-2
tajam,-2
takda,-2
tambat hati,-2
tambatan hati,-2
tanda,-2
tandang,-2
tandanya,-2
tanduk,-2
tangguh,-2
tanggung,-2
tanya,-2
taraf,-2
tata,-2
tebak,-2
teduh,-2
telaah,-2
telik,-2
temenan,-2
tengok,-2
tentang,-2
tentangan,-2
terbesit,-2
terbuang,-2
tercengang,-2
teriak,-2
terjerembab,-2
terkapah-kapah,-2
terpana,-2
terselulur,-2
tersentuh,-2
tersirap hatinya,-2
tertib,-2
tetua,-2
tidak segan,-2
tiduran,-2
tidurin,-2
timbal,-2
timbalan,-2
tinggi,-2
tinggikan,-2
tiri,-2
tobat,-2
tolong,-2
tren,-2
tt,-2
tukang,-2
tumben,-2
tunas,-2
tunggu,-2
tuntun,-2
tutup,-2
typo,-2
ubah akal,-2
ucap,-2
ugal-ugalan,-2
umur,-2
unfollow,-2
usai,-2
varian,-2
wajib,-2
waris,-2
why,-2
yalord,-2
yodah,-2
(tua) uzur,-3
aahh,-3
aba-aba,-3
abai,-3
abdi negara,-3
abolisi,-3
aborsi,-3
absen,-3
abuk,-3
acuh tak acuh,-3
adang,-3
addict,-3
adil,-3
adu,-3
aduh,-3
aduk,-3
agama,-3
agar,-3
agen,-3
agen rahasia,-3
ahli bahasa,-3
ahmak,-3
ajakan,-3
ajang,-3
ajar,-3
aji,-3
aju,-3
akar,-3
akibat,-3
akidah,-3
akik,-3
akreditasi,-3
aksioma,-3
aktif,-3
akuan,-3
akumah,-3
alahan,-3
alai-belai,-3
alami,-3
alamiah,-3
alat kelamin,-3
alat negara,-3
alergi,-3
alone,-3
alpa,-3
amat sangat,-3
ambigu,-3
amblas,-3
amin,-3
amoral,-3
ampas,-3
ampel,-3
ampun,-3
amtenar,-3
ana,-3
anak,-3
anak bedil,-3
anak cucu,-3
anak penak,-3
anak pinak,-3
anak-anakan,-3
andeka,-3
anggai,-3
anggota,-3
angkup,-3
anjak,-3
anjay,-3
anjer,-3
anjir,-3
anjungan,-3
antek,-3
antipati,-3
antitesis,-3
antun,-3
antusias,-3
anu,-3
anut,-3
apa,-3
apanya,-3
aparat,-3
aparatus,-3
apas,-3
apasi,-3
apit,-3
apiun,-3
arahan,-3
aram,-3
arca,-3
arik,-3
asah,-3
asak,-3
asasi,-3
aspek,-3
asri,-3
astaghfirullah,-3
asumsi,-3
atresia,-3
atribut,-3
aur,-3
awa-,-3
awan kelabu,-3
awas,-3
awi,-3
ayal,-3
ayun,-3
ayunan,-3
badan,-3
bagal,-3
baginda,-3
bah,-3
bahala,-3
bahan,-3
bahtera,-3
baiat,-3
bait,-3
bakar,-3
baku,-3
balai,-3
balairung,-3
balas,-3
bales,-3
balik,-3
balkon,-3
bambu,-3
bambung,-3
banal,-3
banding,-3
bangan,-3
bangang,-3
bangsal,-3
bangsawan,-3
bantah,-3
banteng,-3
bantet,-3
banting,-3
banyak,-3
banyak bicara,-3
banyol,-3
bara,-3
bareng,-3
baret,-3
barut,-3
batas,-3
batas (waktu),-3
batas waktu,-3
baterai,-3
batu loncatan,-3
batuk kering,-3
bawa,-3
bawain,-3
bayar,-3
bayi,-3
bebal,-3
bebat,-3
bedah,-3
bedeng,-3
begadang,-3
begak,-3
beginian,-3
begundal,-3
bekap,-3
bekas,-3
belaian,-3
belam,-3
belanja,-3
belas,-3
belendung,-3
belenggu,-3
beli,-3
belinjo,-3
belit,-3
beloon,-3
belulang,-3
benah hati,-3
benak kepala,-3
bendera,-3
benderang,-3
bendung,-3
bengap,-3
bengkak hati,-3
bentang,-3
bentul,-3
beradu lidah,-3
beraduk,-3
beragam,-3
berakar,-3
beralih,-3
beralih bentuk,-3
beranak bercucu,-3
beranak cucu,-3
beranak pinak,-3
beranang,-3
beranda,-3
berangan,-3
beranggar lidah,-3
berangkal,-3
berangsur,-3
beranjak,-3
berantara,-3
berapat-rapat,-3
berasak,-3
berasal,-3
berasimilasi,-3
berat telinga,-3
berawan,-3
berbadan dua,-3
berbakti,-3
berbanding,-3
berbantahan,-3
berbayar,-3
berbecak-becak,-3
berbiak,-3
berbicara,-3
berbondong-bondong,-3
berburu,-3
bercat,-3
bercekak,-3
bercelah,-3
bercintaan,-3
bercorak,-3
bercumbu-cumbu,-3
bercumbuan,-3
berdampingan,-3
berdaulat,-3
berdedikasi,-3
berdekus,-3
berdengung,-3
berdengus,-3
berdenyut,-3
berdesakan,-3
berdiam,-3
berdikit-dikit,-3
berdoa,-3
berduaan,-3
berduyun-duyun,-3
beregu,-3
berenti,-3
bergairah,-3
bergamit,-3
berganda,-3
berganduh,-3
berganggang,-3
bergaul,-3
bergaung,-3
bergejolak,-3
bergelanggang,-3
bergelegak,-3
bergemam,-3
bergembung,-3
bergemuruh,-3
bergesek,-3
bergesel,-3
bergetar,-3
bergosok,-3
bergosokan,-3
berguguran,-3
bergulir,-3
bergumam,-3
berguyub,-3
berhandai-handai,-3
berharap,-3
berhati walang,-3
beribadat,-3
beringat,-3
beringsut,-3
berjatuhan,-3
berjauh hati,-3
berjejak,-3
berjejal,-3
berjejal-jejal,-3
berjihad,-3
berjubal,-3
berkabut,-3
berkasih-kasihan,-3
berkawan,-3
berkecenderungan,-3
berkejaran,-3
berkelir,-3
berkemam,-3
berkemandang,-3
berkembang biak,-3
berkemih,-3
berkenalan,-3
berkeras hati,-3
berketar-ketar,-3
berkisar,-3
berkorban,-3
berkumandang,-3
berkupak,-3
berkurang,-3
berkurangan,-3
berlebih,-3
berlelehan,-3
berlengkesa,-3
berlepasan,-3
berlinang,-3
berlipat,-3
berlipat ganda,-3
berlubang,-3
berluruhan,-3
bermesraan,-3
bermetamorfosis,-3
bermotif,-3
bernas,-3
bernuansa,-3
berona,-3
berongga,-3
berpacaran,-3
berpada-pada,-3
berpadu,-3
berpartai,-3
berpasangan,-3
berpasuk,-3
berpencaran,-3
berperang mulut,-3
berpijar,-3
berpoleng,-3
berprasangka,-3
berproses,-3
berpuaka,-3
berpusu,-3
bersaba,-3
bersabung nyawa,-3
bersara,-3
berseberangan,-3
bersedia,-3
berselang,-3
berselawat,-3
bersemayam,-3
bersembahyang,-3
bersempena,-3
bersempuras,-3
berserikat,-3
bersesak-sesak,-3
bersilih,-3
bersimbah,-3
bersimpuh,-3
bersinggungan,-3
bersipongang,-3
bersuka-suka,-3
bersuka-sukaan,-3
bersungkawa,-3
bersurai,-3
bertaki,-3
bertala-tala,-3
bertalun-talun,-3
bertambun,-3
bertangkap,-3
bertanya-tanya,-3
bertapa,-3
bertara,-3
bertarak,-3
bertekuk lutut,-3
bertelanjang,-3
bertele-tele,-3
bertelimpuh,-3
bertelinga lembut,-3
bertelinga merah,-3
berteman,-3
bertemperasan,-3
bertempiar,-3
bertendensi,-3
berterima,-3
bertetesan,-3
bertian,-3
bertimbal,-3
bertimbang,-3
bertimpa-timpa,-3
bertindik,-3
bertitikan,-3
bertokok,-3
bertransformasi,-3
bertuah,-3
bertumbangan,-3
berubah ingatan,-3
berumpun,-3
beruntun,-3
berurine,-3
berusaha,-3
berwarna,-3
berzikir,-3
besar perut,-3
besar rabu,-3
besot,-3
beta,-3
betas,-3
beterbangan,-3
betung,-3
bhay,-3
biak,-3
biar,-3
biarawati,-3
biarin,-3
biarkan,-3
biarpun,-3
biasin,-3
bicu,-3
bidah,-3
biji buah,-3
biji mata,-3
bijih,-3
bilik,-3
bimbing,-3
bimbingan,-3
birah,-3
birokrat,-3
bison,-3
bisu,-3
blangko,-3
blaster,-3
blobor,-3
blokir,-3
bloon,-3
bogum,-3
boker,-3
boleh juga,-3
bolong,-3
bolos,-3
bombastis,-3
bongkak,-3
bongkar,-3
bongkong,-3
bongok,-3
bonus,-3
bopong,-3
broker,-3
bruto,-3
buah,-3
buah dada,-3
buah hati,-3
buah simalakama,-3
buang,-3
buang air kecil,-3
bucu,-3
budek,-3
bufer,-3
bujukan,-3
buka,-3
bukan,-3
bukannya,-3
bukti,-3
bulat,-3
buletin,-3
buluh,-3
buncit,-3
bundak,-3
bunduk,-3
bunga,-3
bunga hati,-3
bungsu,-3
bunting,-3
buntu,-3
buram,-3
buru,-3
buru-buru,-3
buta,-3
butek,-3
buyut,-3
bye,-3
cabau,-3
cabean,-3
cabik,-3
cabuh,-3
cacing karawit,-3
cadas,-3
cagaran,-3
cahari,-3
caing,-3
calar,-3
camping,-3
canda,-3
candu,-3
cangkum,-3
cantrik,-3
capit,-3
caplok,-3
cari,-3
catut,-3
cebik,-3
cecer,-3
ceceran,-3
cedih,-3
cegat,-3
cekak,-3
cekang,-3
cekatan,-3
ceker,-3
cekok,-3
cekuh,-3
celah,-3
celampak,-3
celonok,-3
celuk,-3
cemas,-3
cembung,-3
cena,-3
cengang,-3
cengger,-3
cengung,-3
centil,-3
cepat,-3
ceruk,-3
cerup,-3
cetek,-3
cilok,-3
cimeng,-3
ciplak,-3
cium,-3
ciuman,-3
ciut,-3
claim,-3
closed,-3
cocok,-3
cocor,-3
colok,-3
congek,-3
congkak,-3
congor,-3
conteng,-3
coplok,-3
copot,-3
cotok,-3
cry,-3
cuat,-3
cubit,-3
cuca,-3
cucuk,-3
cucup,-3
cucut,-3
cuekin,-3
cukupan,-3
cuma,-3
cumbu,-3
cumbuan,-3
cunam,-3
cura,-3
curcol,-3
curhat,-3
curu,-3
dabih,-3
daftar,-3
dah,-3
dahh,-3
dahlah,-3
daif,-3
dakap,-3
dalal,-3
dalang,-3
dalil,-3
dam,-3
dampak,-3
dangkap,-3
dangkung,-3
dapra,-3
darat,-3
dari,-3
data,-3
death,-3
debar,-3
debu,-3
dedak,-3
defisit,-3
degub,-3
deklarasi,-3
delay,-3
delete,-3
demen,-3
demo,-3
demon,-3
demonstrasi,-3
dempet,-3
denger,-3
dengkul,-3
dengkur,-3
dengu,-3
dengung,-3
dengus,-3
dengut,-3
depak,-3
derai,-3
deras,-3
dering,-3
deru,-3
desah,-3
desau,-3
desersi,-3
detak,-3
detektif,-3
dewan,-3
dia,-3
diajarin,-3
dialog,-3
diam,-3
diancurin,-3
diapain,-3
dibales,-3
dibalik,-3
dibuang,-3
didik,-3
diduain,-3
diem,-3
diet,-3
digantung,-3
diginiin,-3
dikatain,-3
dikira,-3
dilarang,-3
dilema,-3
diliatin,-3
dinasti,-3
dipamerin,-3
direksi,-3
disalahin,-3
disayang,-3
diskrepansi,-3
dobel,-3
dogma,-3
doi,-3
doktrin,-3
domba,-3
dompleng,-3
dongkel,-3
down,-3
draw,-3
drop,-3
dua,-3
dua kali,-3
duaja,-3
duduk perut,-3
dukacita,-3
dukun,-3
duli,-3
dum,-3
dupleks,-3
dura,-3
dwiganda,-3
edan,-3
edaran,-3
ego,-3
ejakulasi,-3
eklektis,-3
ekor,-3
eks,-3
ekshibisi,-3
ekspirasi,-3
ekspres,-3
ekstasi,-3
el,-3
elak,-3
elusan,-3
embah,-3
embarau,-3
embek,-3
embus,-3
empang,-3
empap,-3
empas,-3
emper,-3
empos,-3
endus,-3
entah,-3
entah-berentah,-3
entak,-3
epigon,-3
erangan,-3
erik,-3
fakta,-3
farak,-3
filo,-3
filsafat,-3
fiskal,-3
flu,-3
fondasi,-3
formal,-3
forum,-3
frustasi,-3
fulanah,-3
fungsionaris,-3
gaada,-3
gabaik,-3
gabutuh,-3
gadai,-3
gaenak,-3
gagar,-3
gagu,-3
gajadi,-3
gaje,-3
gakuat,-3
galak panas,-3
galian,-3
gamang,-3
gambar,-3
gampang,-3
gamungkin,-3
ganda,-3
gangerti,-3
ganggang,-3
gangguin,-3
gangsar,-3
ganjal,-3
ganjar,-3
ganti,-3
gantung,-3
gapernah,-3
gapuk,-3
garis,-3
garis bawah,-3
garit,-3
garuk,-3
gatal,-3
gatel,-3
gaul,-3
gaung,-3
gausa,-3
gebok,-3
gebos,-3
gebu,-3
gegar,-3
gegara,-3
geger,-3
gejolak,-3
gela,-3
geladah,-3
gelanggang,-3
geledah,-3
gelegak,-3
geleng,-3
gelesot,-3
geletik,-3
geliat,-3
gelicik,-3
gelincir,-3
gelingsir,-3
gelinjang,-3
gelis,-3
gelogok,-3
geluduk,-3
geluncur,-3
gelung,-3
gemaung,-3
gembira,-3
gemblung,-3
gembrot,-3
gembul,-3
gembung,-3
gemetar,-3
gempuran,-3
gemuk,-3
gemuruh,-3
genap,-3
gendut,-3
generasi,-3
genit,-3
genitalia,-3
geret,-3
gersang,-3
gesek,-3
getar,-3
getaran,-3
getol,-3
giang,-3
gibah,-3
gila-gilaan,-3
gili-gili,-3
gingsir,-3
gituan,-3
gjd,-3
globe,-3
goda,-3
godaan,-3
godain,-3
gogrok,-3
gohong,-3
gombong,-3
goncang,-3
gonggong anjing,-3
gonggongan (anjing),-3
goodbye,-3
gores,-3
gosah,-3
got,-3
gua,-3
gugur,-3
guling,-3
gulir,-3
guncang,-3
gundal,-3
gunduk,-3
guntur,-3
guruh,-3
gurun,-3
gusar,-3
habis,-3
hadiah,-3
hadir,-3
hadirin,-3
hakam,-3
halang,-3
halilintar,-3
hama,-3
hambar,-3
hambur,-3
hamburan,-3
hamik,-3
hamster,-3
hangat,-3
hangus,-3
hantaman,-3
hanya,-3
hapus,-3
harap,-3
harap-harap cemas,-3
hati-hati,-3
hayoloh,-3
heboh,-3
hembus,-3
heran,-3
himpun,-3
hina rendah,-3
hipotesis,-3
hirap,-3
hiruk-pikuk,-3
hirup,-3
hisap,-3
hoki,-3
hubung,-3
huda,-3
hujung,-3
hukum,-3
hulu,-3
huni,-3
idih,-3
idk,-3
idola,-3
igau,-3
igauan,-3
ihhhh,-3
ikut,-3
ikut-ikutan,-3
ikutan,-3
iluminasi,-3
imam,-3
iman,-3
imbalan,-3
imbang,-3
iming-iming,-3
impas,-3
implikasi,-3
inaugurasi,-3
incess,-3
indehoi,-3
indo,-3
indusemen,-3
influensa,-3
info,-3
informasi,-3
ingat,-3
ingat-ingat,-3
ingsut,-3
injakan,-3
injek,-3
inklinasi,-3
insentif,-3
inspirasi,-3
instansi,-3
instruksi,-3
interlokusi,-3
intiha,-3
intrik,-3
inventori,-3
ira,-3
irsyad,-3
isap jempol,-3
isapan jempol,-3
iseng,-3
isotop,-3
jaat,-3
jabang bayi,-3
jabat,-3
jadul,-3
jaga,-3
jaga-jaga,-3
jahatin,-3
jangan,-3
jangankan,-3
jangann,-3
jantung hati,-3
jarak,-3
jatuh,-3
jauhin,-3
jawatan,-3
jealous,-3
jejal,-3
jelabak,-3
jelas,-3
jeli,-3
jelingah,-3
jelma,-3
jelukan,-3
jenaka,-3
jeput,-3
jera,-3
jeran,-3
jerat semata,-3
jeraus,-3
jerawat,-3
jereket,-3
jerepet,-3
jeri,-3
jerit,-3
jilat,-3
jilatan,-3
jin,-3
jiplak,-3
jir,-3
jleb,-3
jobak,-3
jodoh,-3
jolak,-3
jomblo,-3
jompo,-3
jones,-3
jorong,-3
jual murah,-3
juang,-3
juru damai,-3
kabar,-3
kabar angin,-3
kabin,-3
kabinet,-3
kacang botor,-3
kacip,-3
kacrek,-3
kada,-3
kadam,-3
kagak,-3
kaget,-3
kakas,-3
kaki ayam,-3
kalap,-3
kalimantang,-3
kalimat,-3
kalut,-3
kambing,-3
kanak-kanak anyir,-3
kandut,-3
kangen,-3
kanji,-3
kanun,-3
kapal,-3
kapok,-3
kapuk,-3
karang,-3
karena,-3
kasam,-3
kasemat,-3
kasi,-3
kasian,-3
kasihan,-3
kawula,-3
kayak,-3
kayaknya,-3
kebalik,-3
kebas,-3
kebat,-3
kebingungan,-3
kebirahan,-3
kebodohan,-3
keburu,-3
kecabuhan,-3
kecantol,-3
kecapekan,-3
kece,-3
kecek,-3
kecil,-3
kecintaan,-3
kecipir,-3
kecoa,-3
kedaifan,-3
kedaluwarsa,-3
kedinginan,-3
kedung,-3
kegaduhan,-3
kegegeran,-3
kehampaan,-3
kehebohan,-3
kejar,-3
kejernihan,-3
kejut,-3
kekecewaan,-3
kekosongan,-3
kekurangan,-3
keladi,-3
kelamin,-3
kelangkan,-3
kelas,-3
kelati,-3
kelebihan,-3
kelelahan,-3
kelembaman,-3
keletah,-3
keletihan,-3
kelih,-3
kelimut,-3
keling,-3
kelir,-3
kelompang,-3
keloyoan,-3
kelu,-3
keluar,-3
keluarga,-3
keluarkan,-3
keluhan,-3
kemakmuran,-3
kemaknagandaan,-3
kemaluan,-3
kemandang,-3
kemasukan,-3
kemasygulan,-3
kemayu,-3
kembar,-3
kembung,-3
kemik,-3
kempa,-3
kena,-3
kenan,-3
kenapaaa,-3
kenapasih,-3
kencang,-3
kencing,-3
kendati,-3
kendatipun,-3
kenes,-3
kenestapaan,-3
kentara,-3
kepala angin,-3
kepala udang,-3
kepalang,-3
kepayahan,-3
kepercayaan,-3
kepetangan,-3
kepindahan,-3
kepo,-3
keprihatinan,-3
kera,-3
kerabat,-3
kerabit,-3
kerajaan,-3
kerakal,-3
keramat,-3
keras hati,-3
kerbau,-3
kerekau,-3
kerepotan,-3
kerik,-3
kerikil,-3
kering,-3
keriuhan,-3
kerjain,-3
kerok,-3
keropok,-3
keropos,-3
kerosek,-3
kerubung,-3
kerubut,-3
kerut merut,-3
kesahihan,-3
kesambet,-3
kesejukan,-3
keseleo,-3
kesentuhan,-3
kesetanan,-3
kesi,-3
kesian,-3
kesibukan,-3
kesudahan,-3
kesunyian,-3
ketagihan,-3
ketar,-3
ketat,-3
keterkaitan,-3
keterlibatan,-3
ketewasan,-3
ketiduran,-3
ketinggalan,-3
ketul,-3
kewalahan,-3
kgk,-3
khabis,-3
khalwat,-3
khatimah,-3
kiamat,-3
kicik,-3
kidib,-3
kilang,-3
kirai,-3
kiri,-3
kisi,-3
kisikan,-3
kisruh,-3
kitab,-3
kobaran,-3
kocok,-3
kode,-3
kohor,-3
kojor,-3
kolam,-3
komat-kamit,-3
kompas,-3
komplikasi,-3
komunitas,-3
kongkong,-3
konkretisasi,-3
konotasi,-3
konsekuensi,-3
konsistensi,-3
kontradiksi,-3
kontras,-3
konveks,-3
konyol,-3
koplo,-3
kotak,-3
koteng,-3
koyak,-3
kromatis,-3
kroni,-3
kuat,-3
kubang,-3
kukul,-3
kukur,-3
kulak,-3
kumandang,-3
kungkungan,-3
kunjung,-3
kurang,-3
kurang pikiran,-3
kurbal,-3
kurban,-3
kurung,-3
kurus,-3
kutut,-3
kuyup,-3
laboratorium,-3
labuda,-3
lagi,-3
lagian,-3
lahang,-3
lahir kembali,-3
lambang,-3
langah,-3
langkan,-3
langkap,-3
langsai,-3
lanjur,-3
lanjut umur,-3
lanjut usia,-3
lanyak,-3
laper,-3
laporin,-3
larang,-3
larat,-3
larat hati,-3
layuh,-3
leave,-3
lebai,-3
lebar,-3
lebu,-3
leburan,-3
ledes,-3
legalisasi,-3
legalitas,-3
lekap,-3
lekas,-3
lekat,-3
lekukan,-3
lelah,-3
lelang,-3
leleh,-3
lelung,-3
lembaga,-3
lembu,-3
lembu hutan,-3
lembu liar,-3
lembung,-3
lemes,-3
lencana,-3
lendeh,-3
lengkap,-3
lengket-lengket,-3
lengkur,-3
lepasan,-3
lesap,-3
letih,-3
letup,-3
liang,-3
lieur,-3
lilit,-3
lincah,-3
lindap,-3
lingkar,-3
linguis,-3
lintar,-3
lipat dua,-3
liplap,-3
lirih,-3
lisong,-3
liwa,-3
loloh,-3
lombong,-3
londang,-3
loneng,-3
longgok,-3
lost,-3
love,-3
luak,-3
luang,-3
lubang,-3
lubuk,-3
lucut,-3
luda,-3
luluh,-3
lumer,-3
lumut,-3
lunas (kapal,-3
luncas,-3
luntur,-3
lupa,-3
lupa diri,-3
luput,-3
maaf,-3
maafin,-3
maafkan,-3
maap,-3
maapkan,-3
madat,-3
mahh,-3
mahkamah,-3
main kayu,-3
main muda,-3
mainstream,-3
majikan,-3
makelar,-3
maklumat,-3
makmum,-3
malapateka,-3
mamam,-3
mampir,-3
mandiri,-3
maneh,-3
mangkir,-3
manifestasi,-3
manja,-3
manjaan,-3
mantan,-3
mantannya,-3
manuver,-3
mariyuana,-3
maruk,-3
masif,-3
masuk,-3
mata betung,-3
mata-mata,-3
mblo,-3
medok,-3
melaksanakan,-3
melalak,-3
melandai,-3
melanyak,-3
melarang,-3
melayang,-3
melelah,-3
melelapkan,-3
melemah,-3
melembung,-3
melenceng,-3
melendeh,-3
melesap,-3
meleset,-3
melet,-3
meleting,-3
melindap,-3
melindur,-3
melingkupi,-3
melipur,-3
meliputi,-3
meloloh,-3
melubangi,-3
melulu,-3
melunyah,-3
melupai diri,-3
melupakanmu,-3
memaafkan,-3
memadatkan,-3
memaku,-3
memampat,-3
memanas-manasi,-3
memangku,-3
memanjatkan doa,-3
memantapkan,-3
memarak,-3
memarap,-3
memasak,-3
memasuki,-3
mematung,-3
mematut-matut,-3
membahana,-3
membaik,-3
membalas,-3
membanding,-3
membandingkan,-3
membanjiri,-3
membara,-3
membatasi,-3
membawa berat,-3
membayar,-3
membeda-bedakan,-3
membekap,-3
membekas,-3
membeli,-3
membendung,-3
membentur,-3
membiak,-3
membiarkan,-3
membisu,-3
memble,-3
membohongi,-3
membolos,-3
membonceng,-3
membopong,-3
membosankan,-3
memegat,-3
memejalkan,-3
memekik,-3
memendek,-3
memenuhi,-3
memetuahkan,-3
memfatwakan,-3
memidana,-3
memihak,-3
memijak,-3
memikirkan,-3
meminta (kpd Tuhan),-3
memipihkan,-3
memorakporandakan,-3
memotong,-3
memperbandingkan,-3
memperduakan,-3
memperhitungkan,-3
memperlihatkan,-3
mempermudah,-3
mempertaruhkan,-3
mempertenggangkan,-3
mempertimbangkan,-3
memvonis,-3
menabrak,-3
menadaburkan,-3
menafakurkan,-3
menagih,-3
menamatkan riwayatnya,-3
menampakkan diri,-3
menampel,-3
menangkap,-3
menaruh syak,-3
menasihatkan,-3
mencagun,-3
mencalit,-3
mencangkum,-3
mencaplok,-3
mencarak,-3
mencari,-3
mencatut,-3
mencebikkan,-3
mencecah,-3
mencecak,-3
mencegat,-3
mencekuh,-3
mencelampakkan,-3
menceluk,-3
mencemaskan,-3
mencengangkan,-3
menceracau,-3
mencerat,-3
mencerup,-3
mencilok,-3
mencium,-3
menciut,-3
mencoblos,-3
mencocok,-3
menconteng,-3
mencontengkan,-3
mencoret,-3
mencucuk,-3
mencucut,-3
mencukupi,-3
mencuru,-3
mendalam,-3
mendangkung,-3
mendekap,-3
mendengu,-3
mendiami,-3
mendiamkan,-3
mendidih,-3
mending,-3
mendingan,-3
mendoa,-3
mendompleng,-3
mendung,-3
mendungas,-3
mendustai,-3
menebalkan,-3
menebat,-3
menebeng,-3
menebuk,-3
menegapkan,-3
meneguhkan,-3
meneguk,-3
menegur,-3
menekan,-3
menekankan,-3
menempati,-3
menempel,-3
menenggang,-3
menep,-3
menepis,-3
menerjang,-3
menerpa,-3
menetes,-3
mengabaikan,-3
mengabdi,-3
mengabsorpsi,-3
mengabulkan,-3
mengada,-3
mengadang,-3
mengagak-agak,-3
mengalami,-3
mengamput,-3
mengandung,-3
mengandut,-3
menganjurkan,-3
mengantara,-3
mengantarai,-3
menganugerahi,-3
mengap,-3
mengaret,-3
mengarik,-3
mengaur,-3
mengawali,-3
mengayun,-3
mengayunkan,-3
mengazab,-3
mengazabkan,-3
mengebiri,-3
mengebumikan,-3
mengecewakan,-3
mengecilkan,-3
mengejawantah,-3
mengejikan,-3
mengejutkan,-3
mengekol,-3
mengelis,-3
